ID;Session;Period;Session_type;Final_payoff;Lottery;Lottery_payoff;Game_payoff;Period_paid;Currency;Risk_order;ShowUp_fee;EG_q1;EG_q2;EG_q3;EG_q_env1;EG_q_env2;EG_q_ultimatum;Role;Payoff;w;T;a;Good_state;Partner_lottery;Group;Survey_payoff;Survey_strategy;Survey_risk;Survey_genre;Survey_age;Survey_BACplus;Survey_field;Survey_lot;Survey_lot_comment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23;7;2;alpha_75;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Manufacturer;11;0,4;-0,01;1;1;1;12;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24;7;2;alpha_75;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Retailer;13;0,2;0,03;1;1;3;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;8;2;alpha_75;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Manufacturer;8;0,1;0,08;1;0;2;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;8;2;alpha_75;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Manufacturer;12;0,4;0;1;1;2;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;8;2;alpha_75;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Retailer;0;0,3;0;1;0;4;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;8;2;alpha_75;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Manufacturer;0;0,2;0,08;0;NA;1;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;8;2;alpha_75;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Retailer;0;0,35;0;1;0;6;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;8;2;alpha_75;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Retailer;10;0,35;0;1;1;6;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;8;2;alpha_75;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Manufacturer;0;0,3;0,03;0;NA;3;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;8;2;alpha_75;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Retailer;9;0,4;0;1;1;4;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;8;2;alpha_75;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Manufacturer;11;0,15;0,05;1;1;2;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;8;2;alpha_75;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Retailer;0;0,35;0;1;0;3;12;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;8;2;alpha_75;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Manufacturer;0;0,3;0;1;0;2;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;8;2;alpha_75;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Retailer;0;0,3;0,03;0;NA;3;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;8;2;alpha_75;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Manufacturer;13;0,4;0,01;1;1;1;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;8;2;alpha_75;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Manufacturer;0;0,35;0;1;0;1;12;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;8;2;alpha_75;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Retailer;13;0,15;0,05;1;1;6;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;8;2;alpha_75;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Manufacturer;0;0,25;0,04;0;NA;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;8;2;alpha_75;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Retailer;-8;0,1;0,08;1;0;6;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;8;2;alpha_75;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Manufacturer;0;0,35;0;1;0;1;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;8;2;alpha_75;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Retailer;0;0,25;0,04;0;NA;6;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;8;2;alpha_75;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Manufacturer;0;-0,25;0,25;0;NA;2;11;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;8;2;alpha_75;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Retailer;0;0,2;0,08;0;NA;4;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;8;2;alpha_75;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Retailer;8;0,4;0,01;1;1;5;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23;8;2;alpha_75;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Retailer;0;-0,25;0,25;0;NA;3;11;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24;8;2;alpha_75;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Manufacturer;11;0,35;0;1;1;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1;3;alpha_25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Retailer;-3;0,2;0,03;1;0;4;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1;3;alpha_25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Retailer;14;0,15;0,04;1;1;5;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;1;3;alpha_25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Manufacturer;0;-0,5;0,2;0;NA;2;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1;3;alpha_25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Manufacturer;3;0,3;0,03;1;0;2;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1;3;alpha_25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Manufacturer;0;0,05;0,11;0;NA;1;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;1;3;alpha_25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Retailer;0;0,1;0,06;0;NA;3;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;1;3;alpha_25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Retailer;-10;0;0,1;1;0;3;11;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1;3;alpha_25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Manufacturer;12;0,4;0;1;1;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1;3;alpha_25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Retailer;9;0,4;0;1;1;5;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1;3;alpha_25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Manufacturer;0;0,1;0,06;0;NA;1;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1;3;alpha_25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Manufacturer;1;0,3;0,01;1;0;1;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1;3;alpha_25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Retailer;0;-0,5;0,2;0;NA;6;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;1;3;alpha_25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Retailer;0;0,35;0,01;0;NA;5;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1;3;alpha_25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Manufacturer;12;0,4;0;1;1;1;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1;3;alpha_25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Manufacturer;10;0;0,1;1;0;2;11;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1;3;alpha_25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Manufacturer;0;0,35;0,01;0;NA;1;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1;3;alpha_25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Retailer;-3;0,3;0,03;1;0;6;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;1;3;alpha_25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Retailer;0;0,05;0,11;0;NA;6;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;1;3;alpha_25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Manufacturer;10;0,15;0,04;1;1;2;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1;3;alpha_25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Retailer;9;0,4;0;1;1;6;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;1;3;alpha_25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Manufacturer;10;0;0,1;1;1;2;12;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;1;3;alpha_25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Retailer;-1;0,3;0,01;1;0;5;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23;1;3;alpha_25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Manufacturer;3;0,2;0,03;1;0;1;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24;1;3;alpha_25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Retailer;15;0;0,1;1;1;3;12;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;2;3;alpha_25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Retailer;-3;0,2;0,03;1;0;3;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;2;3;alpha_25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Retailer;1;0,55;-0,01;1;0;4;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;2;3;alpha_25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Manufacturer;1;0,15;0,01;1;0;2;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;2;3;alpha_25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Retailer;0;0,35;0;1;0;6;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;2;3;alpha_25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Manufacturer;3;0,15;0,03;1;0;2;12;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;2;3;alpha_25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Retailer;-5;0;0,05;1;0;6;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;2;3;alpha_25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Retailer;1;0,35;-0,01;1;0;5;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;2;3;alpha_25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Manufacturer;0;0,35;0;1;0;1;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;2;3;alpha_25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Retailer;0;0,35;0;1;0;3;11;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;2;3;alpha_25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Retailer;-3;0,15;0,03;1;0;3;12;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;2;3;alpha_25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Retailer;0;0,25;0,01;0;NA;3;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;2;3;alpha_25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Retailer;13;0,25;0,01;1;1;3;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;2;3;alpha_25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Manufacturer;0;0,25;0,01;0;NA;2;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;2;3;alpha_25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Retailer;-1;0,25;0,01;1;0;6;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;2;3;alpha_25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Retailer;-4;0,1;0,04;1;0;6;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;2;3;alpha_25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Manufacturer;3;0,2;0,03;1;0;2;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;2;3;alpha_25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Manufacturer;-1;0,55;-0,01;1;0;2;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;2;3;alpha_25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Manufacturer;1;0,25;0,01;1;0;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;2;3;alpha_25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Manufacturer;-1;0,35;-0,01;1;0;1;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
