ID;Session;Period;Session_type;Final_payoff;Lottery;Lottery_payoff;Game_payoff;Period_paid;Currency;Risk_order;ShowUp_fee;EG_q1;EG_q2;EG_q3;EG_q_env1;EG_q_env2;EG_q_ultimatum;Role;Payoff;w;T;a;Good_state;Partner_lottery;Group;Survey_payoff;Survey_strategy;Survey_risk;Survey_genre;Survey_age;Survey_BACplus;Survey_field;Survey_lot;Survey_lot_comment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;8;4;alpha_75;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Retailer;0;0,2;0,06;0;NA;6;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;8;4;alpha_75;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Manufacturer;1;0,35;0,01;1;0;3;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;8;4;alpha_75;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Retailer;10;0,4;-0,01;1;1;6;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;8;4;alpha_75;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Retailer;9;0,35;0,01;1;1;3;12;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;8;4;alpha_75;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Manufacturer;13;0,4;0,01;1;1;1;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;8;4;alpha_75;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Retailer;-1;0,4;0,01;1;0;4;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;8;4;alpha_75;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Manufacturer;10;0,5;-0,02;1;1;1;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;8;4;alpha_75;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Retailer;8;0,4;0,01;1;1;3;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;8;4;alpha_75;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Manufacturer;1;0,4;0,01;1;0;2;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;8;4;alpha_75;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Retailer;-1;0,35;0,01;1;0;4;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;8;4;alpha_75;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Manufacturer;12;0,4;0;1;1;1;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;8;4;alpha_75;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Manufacturer;12;0,35;0,01;1;1;2;12;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;8;4;alpha_75;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Retailer;10;0,35;0;1;1;6;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;8;4;alpha_75;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Manufacturer;11;0,4;-0,01;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;8;4;alpha_75;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Retailer;0;0;0,25;0;NA;6;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;8;4;alpha_75;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Manufacturer;0;0;0,25;0;NA;2;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;8;4;alpha_75;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Retailer;0;0,1;0,06;0;NA;3;11;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;8;4;alpha_75;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Manufacturer;0;0,1;0,06;0;NA;1;11;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;8;4;alpha_75;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Retailer;9;0,4;0;1;1;5;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;8;4;alpha_75;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Retailer;8;0,5;-0,02;1;1;6;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23;8;4;alpha_75;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Retailer;9;0,4;0;1;1;4;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24;8;4;alpha_75;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Manufacturer;11;0,35;0;1;1;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1;5;alpha_25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Retailer;8;0,5;-0,02;1;1;5;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1;5;alpha_25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Retailer;0;0;0,1;0;NA;6;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;1;5;alpha_25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Manufacturer;9;0;0,09;1;0;2;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1;5;alpha_25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Manufacturer;-1;0,4;-0,01;1;0;1;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1;5;alpha_25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Manufacturer;0;0;0,1;0;NA;2;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;1;5;alpha_25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Retailer;0;0,3;0;1;0;5;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;1;5;alpha_25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Retailer;-5;0,15;0,05;1;0;4;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1;5;alpha_25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Manufacturer;0;0,4;0;1;0;1;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1;5;alpha_25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Retailer;1;0,4;-0,01;1;0;6;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1;5;alpha_25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Manufacturer;11;0,2;0,03;1;1;2;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1;5;alpha_25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Manufacturer;10;0,5;-0,02;1;1;1;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1;5;alpha_25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Retailer;-6;0,15;0,06;1;0;3;11;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;1;5;alpha_25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Retailer;1;0,45;-0,01;1;0;5;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1;5;alpha_25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Manufacturer;0;0;0,08;0;NA;1;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1;5;alpha_25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Manufacturer;6;0,15;0,06;1;0;2;11;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1;5;alpha_25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Manufacturer;0;0,3;0;1;0;1;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1;5;alpha_25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Retailer;-9;0;0,09;1;0;6;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;1;5;alpha_25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Retailer;0;0,4;0;1;0;6;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;1;5;alpha_25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Manufacturer;-1;0,45;-0,01;1;0;1;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1;5;alpha_25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Retailer;-9;0;0,09;1;0;3;12;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;1;5;alpha_25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Manufacturer;9;0;0,09;1;0;2;12;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;1;5;alpha_25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Retailer;0;0;0,08;0;NA;5;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23;1;5;alpha_25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Manufacturer;5;0,15;0,05;1;0;2;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24;1;5;alpha_25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Retailer;13;0,2;0,03;1;1;3;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;2;5;alpha_25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Retailer;-1;0,15;0,01;1;0;3;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;2;5;alpha_25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Retailer;0;0,05;0,03;0;NA;6;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;2;5;alpha_25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Manufacturer;0;0,05;0,03;0;NA;1;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;2;5;alpha_25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Retailer;-3;0,15;0,03;1;0;6;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;2;5;alpha_25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Manufacturer;3;0,15;0,03;1;0;1;12;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;2;5;alpha_25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Retailer;-3;0,15;0,03;1;0;3;12;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;2;5;alpha_25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Retailer;0;0,35;0;1;0;6;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;2;5;alpha_25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Manufacturer;0;0,35;0;1;0;1;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;2;5;alpha_25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Retailer;0;0,3;0,01;0;NA;3;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;2;5;alpha_25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Retailer;0;0,4;0;1;0;3;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;2;5;alpha_25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Retailer;0;0,25;0,01;0;NA;4;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;2;5;alpha_25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Retailer;0;0,05;0,03;0;NA;4;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;2;5;alpha_25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Manufacturer;1;0,15;0,01;1;0;2;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;2;5;alpha_25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Retailer;-3;-0,1;0,03;1;0;3;11;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;2;5;alpha_25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Retailer;-5;0;0,05;1;0;6;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;2;5;alpha_25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Manufacturer;0;0,4;0;1;0;2;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;2;5;alpha_25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Manufacturer;0;0,25;0,01;0;NA;2;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;2;5;alpha_25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Manufacturer;3;0,15;0,03;1;0;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;2;5;alpha_25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Manufacturer;0;-0,65;0,25;0;NA;2;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;2;5;alpha_25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Manufacturer;3;-0,1;0,03;1;0;1;11;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;2;5;alpha_25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Manufacturer;5;0;0,05;1;0;1;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;2;5;alpha_25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Manufacturer;0;0,3;0,01;0;NA;3;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23;2;5;alpha_25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Retailer;0;-0,65;0,25;0;NA;5;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
